source_enum	members	decision	current_enums	member_reuse	reason
include/Wap32/Wap32.h:GameWindowFlags	GAME_WINDOW_FLAGS_NONE=0;GAME_WINDOW_FLAG_WINDOWED=1;GAME_WINDOW_FLAG_FIXED_SIZE=2	retain	include/Wap32/Wap32.h:GameWindowFlags		All evaluated equal-value and overlapping-domain rows were reviewed; GameWindowFlags has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wap32/WapObj.h:LoadableClassId	CLASSID_NONE=0;CLASSID_SUBWORKER=1;CLASSID_FRONT_SURFACE=2;CLASSID_SURFACEPAIR=3;CLASSID_WWD_SPRITE_OBJECT=5;CLASSID_WWD_DOT_OBJECT=6;CLASSID_LOGICRECORD=9;CLASSID_WWD_DEFERRED_OBJECT=22;CLASSID_WWD_CONTAINER_OBJECT=27;CLASSID_PLACED_WORKER=8;CLASSID_PIXEL_WORKER=11;CLASSID_IMAGE=10;CLASSID_WORKER=14;CLASSID_SUBMGRPAGES=15;CLASSID_CHILDGROUP=16;CLASSID_WORKERLIST=17;CLASSID_WORKERREGISTRY=18;CLASSID_LOGICRECORDREGISTRY=19;CLASSID_PALETTE_REGISTRY=20;CLASSID_PALETTE_RESOURCE=21;CLASSID_GAMELEVEL=25;CLASSID_WORKERHOST=26;CLASSID_SERIALREF=5;CLASSID_CALLBACKOBJ=28	retain	include/Wap32/WapObj.h:LoadableClassId		All evaluated equal-value and overlapping-domain rows were reviewed; LoadableClassId has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wap32/WapObj.h:WapObjId	WAPOBJ_ID_NONE=-1	retain	include/Wap32/WapObj.h:WapObjId		All evaluated equal-value and overlapping-domain rows were reviewed; WapObjId has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wap32/WapObj.h:ENoSeed	NO_SEED=0	retain	include/Wap32/WapObj.h:ENoSeed		All evaluated equal-value and overlapping-domain rows were reviewed; ENoSeed has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wap32/ZVec.h:ZVecSentinel	ZVEC_NO_SCRATCH_ADDRESS=1	retain	include/Wap32/ZVec.h:ZVecSentinel		All evaluated equal-value and overlapping-domain rows were reviewed; ZVecSentinel has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/LogicRecordEvent.h:LogicRecordEvent	ACT_UNINITIALISED=0;ACT_LIVE=1000;ACT_NONE=1001;ACT_HEALTH_DEPLETED=28;ACT_OBJECT_REMOVED=29;ACT_LEAVE_ACTIVE_REGION=30;ACT_PREPARE_SAVE=80;ACT_AFTER_SAVE=81;ACT_AFTER_LOAD=82;ACT_AFTER_LOAD_REFERENCES=83	retain	include/Wwd/LogicRecordEvent.h:LogicRecordEvent		All evaluated equal-value and overlapping-domain rows were reviewed; LogicRecordEvent has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/MoveFlags.h:MoveRequestFlags	MOVE_REQUEST_PROBE_TOP=1;MOVE_REQUEST_PROBE_BOTTOM=2;MOVE_REQUEST_LAND_ON_PLATFORM=8;MOVE_REQUEST_CENTER_ON_CLIMB=16	retain	include/Wwd/MoveFlags.h:MoveRequestFlags		All evaluated equal-value and overlapping-domain rows were reviewed; MoveRequestFlags has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/MoveFlags.h:MoveResultFlags	MOVE_RESULT_TILE_COLLISION=65536;MOVE_RESULT_AXIS_BLOCKED=131072;MOVE_RESULT_TILE_RIGHT=262144;MOVE_RESULT_TILE_LEFT=524288;MOVE_RESULT_DEATH_TILE=1048576;MOVE_RESULT_ON_CARRIER=2097152;MOVE_RESULT_NO_POSITION_CHANGE=4194304;MOVE_RESULT_TILE_TOP=8388608;MOVE_RESULT_TILE_BOTTOM=16777216;MOVE_RESULT_OBJECT_COLLISION=33554432;MOVE_RESULT_OBJECT_TOP=268435456;MOVE_RESULT_OBJECT_RIGHT=536870912;MOVE_RESULT_OBJECT_BOTTOM=1073741824;MOVE_RESULT_OBJECT_LEFT=-2147483648	retain	include/Wwd/MoveFlags.h:MoveResultFlags		All evaluated equal-value and overlapping-domain rows were reviewed; MoveResultFlags has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/MoveMode.h:MoveMode	MOVE_NONE=0;MOVE_GROUNDED=1;MOVE_GROUNDED_2=2;MOVE_GROUNDED_LAST=2;MOVE_RISING=3;MOVE_FALLING=4;MOVE_GROUNDED_5=5;MOVE_CLIMBING=6;MOVE_DIRECT=7;MOVE_AUTO_VERTICAL=8	retain	include/Wwd/MoveMode.h:MoveMode		All evaluated equal-value and overlapping-domain rows were reviewed; MoveMode has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/WwdAniDrawValue.h:WwdAniDrawValue	WWDDRAW_NO_ANIMATION=-1;WWDDRAW_NONE=0;WWDDRAW_ANIMATION_COMPLETE=1;WWDDRAW_EFFECT_FRAME=2;WWDDRAW_TOOL_APPLIES=99	retain	include/Wwd/WwdAniDrawValue.h:WwdAniDrawValue		All evaluated equal-value and overlapping-domain rows were reviewed; WwdAniDrawValue has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/WwdAnimStepMode.h:WwdAnimStepMode	WWDSTEP_HOLD=0;WWDSTEP_NEXT=1;WWDSTEP_PREV=2;WWDSTEP_SET=3;WWDSTEP_FIRST=4;WWDSTEP_LAST=5;WWDSTEP_FORWARD_BY=6;WWDSTEP_BACK_BY=7	retain	include/Wwd/WwdAnimStepMode.h:WwdAnimStepMode		All evaluated equal-value and overlapping-domain rows were reviewed; WwdAnimStepMode has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/WwdAnimStepMode.h:WwdAnimPositionMode	WWDPOS_NONE=0;WWDPOS_PLOT_OFFSET=1;WWDPOS_MOVE_RELATIVE=2;WWDPOS_MOVE_ABSOLUTE=3	retain	include/Wwd/WwdAnimStepMode.h:WwdAnimPositionMode		All evaluated equal-value and overlapping-domain rows were reviewed; WwdAnimPositionMode has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/WwdAnimStepMode.h:WwdAnimLoopMode	WWDLOOP_NEXT=0;WWDLOOP_AT_PARAM=1;WWDLOOP_AT_FIRST=2;WWDLOOP_AT_LAST=3;WWDLOOP_AFTER_FIRST=4;WWDLOOP_BEFORE_LAST=5;WWDLOOP_RESTART_AT_SECOND=7;WWDLOOP_RESET_ANIMATION=8;WWDLOOP_FINISH=9;WWDLOOP_INVALID=65535	retain	include/Wwd/WwdAnimStepMode.h:WwdAnimLoopMode		All evaluated equal-value and overlapping-domain rows were reviewed; WwdAnimLoopMode has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/WwdFile.h:WwdFormatConstants	WWD_PLANE_HEADER_SIZE=160	retain	include/Wwd/WwdFile.h:WwdFormatConstants		All evaluated equal-value and overlapping-domain rows were reviewed; WwdFormatConstants has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/WwdGameObjectFamily.h:EInlineBase	INLINE_BASE=0	retain	include/Wwd/WwdGameObjectFamily.h:EInlineBase		All evaluated equal-value and overlapping-domain rows were reviewed; EInlineBase has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/WwdGameObjectFamily.h:EInlineBaseAndRegion	INLINE_BASE_AND_REGION=0	retain	include/Wwd/WwdGameObjectFamily.h:EInlineBaseAndRegion		All evaluated equal-value and overlapping-domain rows were reviewed; EInlineBaseAndRegion has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/WwdGameObjectFlags.h:WwdGameObjectFlags	WWD_GAME_OBJECT_FLAG_SKIP_COLLISION=1;WWD_GAME_OBJECT_FLAG_KEEP_ACTIVE=2;WWD_GAME_OBJECT_FLAG_IGNORE_HITS=4;WWD_GAME_OBJECT_FLAG_DAMAGE_HEALTH_DIRECTLY=8;WWD_GAME_OBJECT_FLAG_ON_CARRIER=16;WWD_GAME_OBJECT_FLAG_DELETE_ON_DEACTIVATE=32;WWD_GAME_OBJECT_FLAG_DELETE_IF_VIEW_OUTSIDE_LEVEL=64;WWD_GAME_OBJECT_FLAG_DISABLE_ATTACKS=128;WWD_GAME_OBJECT_FLAG_COLLIDE_WITH_OBJECTS=256;WWD_GAME_OBJECT_FLAG_PRESERVE_ON_PRUNE=512;WWD_GAME_OBJECT_FLAG_GROUND_IS_PASSABLE=1024;WWD_GAME_OBJECT_FLAG_UNREGISTERED=2048;WWD_GAME_OBJECT_FLAG_PENDING_DELETE=65536;WWD_GAME_OBJECT_FLAG_SORT_PENDING=131072;WWD_GAME_OBJECT_FLAG_WORLD_SPACE=262144;WWD_GAME_OBJECT_FLAG_DISPATCH_OBJECT_REMOVED=524288;WWD_GAME_OBJECT_FLAG_DISPATCH_LEAVE_ACTIVE_REGION=1048576;WWD_GAME_OBJECT_FLAG_DISPATCH_ON_CREATE=2097152;WWD_GAME_OBJECT_FLAG_TOUCHED_DEATH_TILE=4194304;WWD_GAME_OBJECT_FLAG_LARGE_ACTIVE_REGION=8388608;WWD_GAME_OBJECT_FLAG_SMALL_ACTIVE_REGION=16777216;WWD_GAME_OBJECT_FLAG_CULL_SOUND_WHEN_NOT_DRAWN=33554432;WWD_GAME_OBJECT_FLAG_SKIP_ACTIVE_PASSES=67108864	retain	include/Wwd/WwdGameObjectFlags.h:WwdGameObjectFlags		All evaluated equal-value and overlapping-domain rows were reviewed; WwdGameObjectFlags has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/WwdGameObjectFlags.h:WwdGameObjectFlagPresets	WWD_GAME_OBJECT_FLAGS_SKIP_COLLISION_KEEP_ACTIVE=3;WWD_GAME_OBJECT_FLAGS_CULL_SOUND_KEEP_ACTIVE=33554434;WWD_GAME_OBJECT_FLAGS_CULL_SOUND_COLLIDE=33554688;WWD_GAME_OBJECT_FLAGS_WORLD_SPACE_SKIP_COLLISION=262145;WWD_GAME_OBJECT_FLAGS_WORLD_SPRITE=262147;WWD_GAME_OBJECT_FLAGS_CULL_SOUND_WORLD_SPRITE=33816579;WWD_GAME_OBJECT_FLAGS_SKIP_ACTIVE_KEEP_ACTIVE=67108866;WWD_GAME_OBJECT_FLAGS_SKIP_ACTIVE_WORLD_SPRITE=67371011	retain	include/Wwd/WwdGameObjectFlags.h:WwdGameObjectFlagPresets		All evaluated equal-value and overlapping-domain rows were reviewed; WwdGameObjectFlagPresets has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/WwdObjectType.h:WwdObjectType	WWD_OBJECT_TYPE_PLATFORM=128;WWD_OBJECT_TYPE_GRUNT=4096	retain	include/Wwd/WwdObjectType.h:WwdObjectType		All evaluated equal-value and overlapping-domain rows were reviewed; WwdObjectType has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/WwdPlaneFlags.h:WwdPlaneFlags	WWD_PLANE_FLAG_MAIN=1;WWD_PLANE_FLAG_NO_DRAW=2;WWD_PLANE_FLAG_WRAP_X=4;WWD_PLANE_FLAG_WRAP_Y=8;WWD_PLANE_FLAG_AUTO_TILE_SIZE=16	retain	include/Wwd/WwdPlaneFlags.h:WwdPlaneFlags		All evaluated equal-value and overlapping-domain rows were reviewed; WwdPlaneFlags has distinct producers, consumers, or encoding and does not transport another enum's values.
include/Wwd/WwdTileHandle.h:WwdTileHandle	WWD_TILE_IMAGE_SET_INDEX_MASK=65535	retain	include/Wwd/WwdTileHandle.h:WwdTileHandle		All evaluated equal-value and overlapping-domain rows were reviewed; WwdTileHandle has distinct producers, consumers, or encoding and does not transport another enum's values.
src/DinMgr2/DinMgr2.cpp:DinInputConstants	KEYBOARD_STATE_BUFFER_SIZE=256;DINPUT_STATE_PRESSED=128;ASYNC_KEY_PRESSED_SIGN_BIT=-2147483648;JOYSTICK_AXIS_MIN=-1000;JOYSTICK_AXIS_MAX=1000;JOYSTICK_DEADZONE_50_PERCENT=5000	reuse	include/Utils/AsyncKeyState.h:AsyncKeyStateMask;src/DinMgr2/DinMgr2.cpp:DinInputConstants	ASYNC_KEY_PRESSED_SIGN_BIT=include/Utils/AsyncKeyState.h:AsyncKeyStateMask::ASYNC_KEYSTATE_DOWN	DirectInput-specific buffer, byte-state, axis, and deadzone values remain local; the async Win32 key mask uses the shared utility constant.
src/Dsndmgr/SoundBuffer.cpp:DSoundDx5Magic	DSB_RETAIL_LOOPBIT=2;DSBUFFERDESC_SIZE=20	retain	src/Dsndmgr/SoundBuffer.cpp:DSoundDx5Magic		All evaluated equal-value and overlapping-domain rows were reviewed; DSoundDx5Magic has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Gruntz/AdvancedOptions.cpp:AdvancedOptionsDlgId	IDC_DISABLE_VIDEO=1132;IDC_DISABLE_AUDIO=1133;IDC_DISABLE_SOUND=1134;IDC_DISABLE_MUSIC=1135;IDC_DISABLE_MOVIE=1136;IDC_DEFAULTS=1062	retain	src/Gruntz/AdvancedOptions.cpp:AdvancedOptionsDlgId		All evaluated equal-value and overlapping-domain rows were reviewed; AdvancedOptionsDlgId has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Gruntz/FontConfig.cpp:TextColorId	TEXTCOLOR_ORANGE=0;TEXTCOLOR_GREEN=1;TEXTCOLOR_BLUE=2;TEXTCOLOR_RED=3;TEXTCOLOR_PURPLE=4;TEXTCOLOR_YELLOW=5;TEXTCOLOR_ROSE=6;TEXTCOLOR_BLACK=7;TEXTCOLOR_NAVY=8;TEXTCOLOR_DKGREEN=9;TEXTCOLOR_TEAL=10;TEXTCOLOR_MAROON=11;TEXTCOLOR_MAGENTA=12;TEXTCOLOR_OLIVE=13;TEXTCOLOR_GRAY=14;TEXTCOLOR_CYAN=15;TEXTCOLOR_WHITE=16	reuse	include/Gruntz/ColorTint.h:ColorTint	TEXTCOLOR_ORANGE=include/Gruntz/ColorTint.h:ColorTint::TINT_ORANGE;TEXTCOLOR_GREEN=include/Gruntz/ColorTint.h:ColorTint::TINT_GREEN;TEXTCOLOR_BLUE=include/Gruntz/ColorTint.h:ColorTint::TINT_BLUE;TEXTCOLOR_RED=include/Gruntz/ColorTint.h:ColorTint::TINT_RED;TEXTCOLOR_PURPLE=include/Gruntz/ColorTint.h:ColorTint::TINT_PURPLE;TEXTCOLOR_YELLOW=include/Gruntz/ColorTint.h:ColorTint::TINT_YELLOW;TEXTCOLOR_ROSE=include/Gruntz/ColorTint.h:ColorTint::TINT_HOTPINK;TEXTCOLOR_BLACK=include/Gruntz/ColorTint.h:ColorTint::TINT_BLACK;TEXTCOLOR_NAVY=include/Gruntz/ColorTint.h:ColorTint::TINT_DKBLUE;TEXTCOLOR_DKGREEN=include/Gruntz/ColorTint.h:ColorTint::TINT_DKGREEN;TEXTCOLOR_TEAL=include/Gruntz/ColorTint.h:ColorTint::TINT_TURQ;TEXTCOLOR_MAROON=include/Gruntz/ColorTint.h:ColorTint::TINT_DKRED;TEXTCOLOR_MAGENTA=include/Gruntz/ColorTint.h:ColorTint::TINT_PINK;TEXTCOLOR_OLIVE=include/Gruntz/ColorTint.h:ColorTint::TINT_DKYELLOW;TEXTCOLOR_GRAY=include/Gruntz/ColorTint.h:ColorTint::TINT_GREY;TEXTCOLOR_CYAN=include/Gruntz/ColorTint.h:ColorTint::TINT_CYAN;TEXTCOLOR_WHITE=include/Gruntz/ColorTint.h:ColorTint::TINT_WHITE	The independently recovered font payload switch has the exact complete ColorTint order and now uses that shared enum.
src/Gruntz/FontConfig.cpp:TextColorRef	TCLR_ORANGE=33023;TCLR_GREEN=65280;TCLR_BLUE=16711680;TCLR_RED=255;TCLR_PURPLE=8388736;TCLR_YELLOW=65535;TCLR_ROSE=8388863;TCLR_BLACK=0;TCLR_NAVY=8388608;TCLR_DKGREEN=32768;TCLR_TEAL=8421376;TCLR_MAROON=128;TCLR_MAGENTA=16711935;TCLR_OLIVE=32896;TCLR_GRAY=8421504;TCLR_CYAN=16776960;TCLR_WHITE=16777215	retain	src/Gruntz/FontConfig.cpp:TextColorRef		All evaluated equal-value and overlapping-domain rows were reviewed; TextColorRef has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Gruntz/GruntzApp.cpp:GruntzAppResId	IDC_ERROR_TEXT=1037	retain	src/Gruntz/GruntzApp.cpp:GruntzAppResId		All evaluated equal-value and overlapping-domain rows were reviewed; GruntzAppResId has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Gruntz/Multi.cpp:NetSentinels	NET_SERVICE_NONE=999;NET_PLAYER_ID_NONE=-999;NET_PREFERRED_PLAYER_INDEX_ANY=99	retain	src/Gruntz/Multi.cpp:NetSentinels		All evaluated equal-value and overlapping-domain rows were reviewed; NetSentinels has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Gruntz/Multi.cpp:NetPlayerDefaults	NET_DEFAULT_MAX_GRUNTZ=15	reuse	include/Gruntz/TriggerGridDimensions.h:TriggerGridDimensions	NET_DEFAULT_MAX_GRUNTZ=include/Gruntz/TriggerGridDimensions.h:TriggerGridDimensions::TM_UNITS_PER_PLAYER	The default maximum is the physical fifteen-unit capacity of each trigger-manager player roster.
src/Gruntz/MultiStartDlg.cpp:<anonymous:NUM_PLAYER_SLOTS>	NUM_PLAYER_SLOTS=4	reuse	include/Gruntz/PlayerSlot.h:PlayerSlotConstants	NUM_PLAYER_SLOTS=include/Gruntz/PlayerSlot.h:PlayerSlotConstants::PLAYER_SLOT_COUNT	The dialog iterates the same four player records represented by PlayerSlot and its controls.
src/Gruntz/Play.cpp:ToolCursorId	CURSOR_POINTER=0;CURSOR_CHIP_FIRST=1;CURSOR_CHIP_LAST=38;CURSOR_FLAILINGGRUNT=102;CURSOR_TOOL_HANDZ=200;CURSOR_TOOL_FIRST=200;CURSOR_TOOL_BOMBZ=201;CURSOR_TOOL_BOOMERANGZ=202;CURSOR_TOOL_BRICKZ=203;CURSOR_TOOL_CLUBZ=204;CURSOR_TOOL_GAUNTLETZ=205;CURSOR_TOOL_GLOVEZ=206;CURSOR_TOOL_GOOBERZ=207;CURSOR_TOOL_GRAVITYBOOTZ=208;CURSOR_TOOL_GUNHATZ=209;CURSOR_TOOL_NERFGUNZ=210;CURSOR_TOOL_ROCKZ=211;CURSOR_TOOL_SHIELDZ=212;CURSOR_TOOL_SHOVELZ=213;CURSOR_TOOL_SPRINGZ=214;CURSOR_TOOL_SPYZ=215;CURSOR_TOOL_SWORDZ=216;CURSOR_TOOL_TIMEBOMBZ=217;CURSOR_TOOL_TOOBZ=218;CURSOR_TOOL_WANDZ=219;CURSOR_TOOL_WARPSTONEZ=220;CURSOR_TOOL_WELDERZ=221;CURSOR_TOOL_WINGZ=222;CURSOR_TOOL_BABYWALKERZ=223;CURSOR_TOOL_BEACHBALLZ=224;CURSOR_TOOL_BIGWHEELZ=225;CURSOR_TOOL_GOKARTZ=226;CURSOR_TOOL_JACKINTHEBOXZ=227;CURSOR_TOOL_JUMPROPEZ=228;CURSOR_TOOL_POGOSTICKZ=229;CURSOR_TOOL_SCROLLZ=230;CURSOR_TOOL_SQUEAKTOYZ=231;CURSOR_TOOL_YOYOZ=232	retain	src/Gruntz/Play.cpp:ToolCursorId		All evaluated equal-value and overlapping-domain rows were reviewed; ToolCursorId has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Gruntz/SerializeSyncMarker.cpp:SerialSyncMarker	SERIAL_SYNC_MARKER_BASE=19088998	retain	src/Gruntz/SerializeSyncMarker.cpp:SerialSyncMarker		All evaluated equal-value and overlapping-domain rows were reviewed; SerialSyncMarker has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Gruntz/VideoConfig.cpp:VideoConfigDlgId	IDC_RESCAPTION=1325	retain	src/Gruntz/VideoConfig.cpp:VideoConfigDlgId		All evaluated equal-value and overlapping-domain rows were reviewed; VideoConfigDlgId has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Gruntz/Warlord.cpp:WarlordBattleTag	WARLORD_TAG_KING=1090;WARLORD_TAG_NAPOLEAN=1091;WARLORD_TAG_PATTON=1092;WARLORD_TAG_VIKING=1093	retain	src/Gruntz/Warlord.cpp:WarlordBattleTag		All evaluated equal-value and overlapping-domain rows were reviewed; WarlordBattleTag has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Gruntz/WinMain.cpp:GruntzHotKey	VK_DOLLAR=36	retain	src/Gruntz/WinMain.cpp:GruntzHotKey		All evaluated equal-value and overlapping-domain rows were reviewed; GruntzHotKey has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Rez/RezArchive.cpp:RezDirectoryRecordKind	REZ_DIRECTORY_RECORD_RESOURCE=0;REZ_DIRECTORY_RECORD_SUBDIRECTORY=1	retain	src/Rez/RezArchive.cpp:RezDirectoryRecordKind		All evaluated equal-value and overlapping-domain rows were reviewed; RezDirectoryRecordKind has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Rez/RezArchive.cpp:RezArchiveVersion	REZ_ARCHIVE_VERSION_NONE=0;REZ_ARCHIVE_VERSION_1=1	retain	src/Rez/RezArchive.cpp:RezArchiveVersion		All evaluated equal-value and overlapping-domain rows were reviewed; RezArchiveVersion has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Rez/RezArchive.cpp:RezArchiveDefaults	REZ_ARCHIVE_FIRST_GENERATED_RESOURCE_ID=2000000000;REZ_ARCHIVE_DEFAULT_MAX_OPEN_FILES=3;REZ_ARCHIVE_DEFAULT_RESOURCE_NAME_BUCKET_COUNT=19;REZ_ARCHIVE_DEFAULT_RESOURCE_ID_BUCKET_COUNT=19;REZ_ARCHIVE_DEFAULT_SUBDIRECTORY_BUCKET_COUNT=5;REZ_ARCHIVE_DEFAULT_TYPE_BUCKET_COUNT=9;REZ_ARCHIVE_DEFAULT_ENTRIES_PER_POOL_BLOCK=100	retain	src/Rez/RezArchive.cpp:RezArchiveDefaults		All evaluated equal-value and overlapping-domain rows were reviewed; RezArchiveDefaults has distinct producers, consumers, or encoding and does not transport another enum's values.
src/Rez/RezSync.cpp:GruntzGameTiming	GRUNTZ_PERIODIC_TIMER_MS=33	retain	src/Rez/RezSync.cpp:GruntzGameTiming		All evaluated equal-value and overlapping-domain rows were reviewed; GruntzGameTiming has distinct producers, consumers, or encoding and does not transport another enum's values.
